"","index","SubjectID","Session","Trial","Bin","Rsp"
"101",100,177,11,12,4,0
"102",101,177,11,12,5,0
"103",102,177,11,12,6,0
"104",103,177,11,12,7,0.533333333333333
"105",104,177,11,13,0,0
"106",105,177,11,13,1,0.533333333333333
"107",106,177,11,13,2,0
"108",107,177,11,13,3,0
"109",108,177,11,13,4,0
"110",109,177,11,13,5,0
"111",110,177,11,13,6,0
"112",111,177,11,13,7,0.533333333333333
"113",112,177,11,14,0,0
"114",113,177,11,14,1,0
"115",114,177,11,14,2,1.6
"116",115,177,11,14,3,0
"117",116,177,11,14,4,0
"118",117,177,11,14,5,0
"119",118,177,11,14,6,0.533333333333333
"120",119,177,11,14,7,1.6
"121",120,177,11,15,0,0
"122",121,177,11,15,1,0.533333333333333
"123",122,177,11,15,2,0.533333333333333
"124",123,177,11,15,3,1.06666666666667
"125",124,177,11,15,4,0
"126",125,177,11,15,5,0
"127",126,177,11,15,6,0.533333333333333
"128",127,177,11,15,7,1.6
"129",128,177,11,16,0,0
"130",129,177,11,16,1,0
"131",130,177,11,16,2,0
"132",131,177,11,16,3,0
"133",132,177,11,16,4,0
"134",133,177,11,16,5,0
"135",134,177,11,16,6,0.533333333333333
"136",135,177,11,16,7,1.06666666666667
"137",136,177,11,17,0,0
"138",137,177,11,17,1,0
"139",138,177,11,17,2,0
"140",139,177,11,17,3,0
"141",140,177,11,17,4,0
"142",141,177,11,17,5,1.6
"143",142,177,11,17,6,1.6
"144",143,177,11,17,7,0.533333333333333
"145",144,177,11,18,0,0
"146",145,177,11,18,1,0
"147",146,177,11,18,2,0
"148",147,177,11,18,3,0
"149",148,177,11,18,4,0
"150",149,177,11,18,5,0
"151",150,177,11,18,6,0
"152",151,177,11,18,7,0.533333333333333
"153",152,177,11,19,0,0
"154",153,177,11,19,1,1.06666666666667
"155",154,177,11,19,2,0.533333333333333
"156",155,177,11,19,3,1.06666666666667
"157",156,177,11,19,4,1.06666666666667
"158",157,177,11,19,5,0
"159",158,177,11,19,6,0
"160",159,177,11,19,7,0.533333333333333
"161",160,177,11,20,0,0
"162",161,177,11,20,1,0.533333333333333
"163",162,177,11,20,2,0
"164",163,177,11,20,3,0
"165",164,177,11,20,4,0
"166",165,177,11,20,5,0
"167",166,177,11,20,6,1.06666666666667
"168",167,177,11,20,7,0.533333333333333
"169",168,177,11,21,0,0
"170",169,177,11,21,1,0.533333333333333
"171",170,177,11,21,2,0
"172",171,177,11,21,3,0
"173",172,177,11,21,4,0.533333333333333
"174",173,177,11,21,5,0.533333333333333
"175",174,177,11,21,6,0.533333333333333
"176",175,177,11,21,7,0.533333333333333
"177",176,177,11,22,0,0
"178",177,177,11,22,1,0
"179",178,177,11,22,2,0
"180",179,177,11,22,3,0
"181",180,177,11,22,4,0.533333333333333
"182",181,177,11,22,5,2.13333333333333
"183",182,177,11,22,6,0
"184",183,177,11,22,7,0.533333333333333
"185",184,177,11,23,0,0
"186",185,177,11,23,1,0
"187",186,177,11,23,2,0
"188",187,177,11,23,3,0
"189",188,177,11,23,4,0
"190",189,177,11,23,5,0
"191",190,177,11,23,6,0.533333333333333
"192",191,177,11,23,7,1.06666666666667
"193",192,177,11,24,0,0
"194",193,177,11,24,1,0
"195",194,177,11,24,2,0
"196",195,177,11,24,3,0
"197",196,177,11,24,4,0.533333333333333
"198",197,177,11,24,5,0
"199",198,177,11,24,6,0
"200",199,177,11,24,7,0.533333333333333
"201",200,177,11,25,0,0.533333333333333
"202",201,177,11,25,1,0.533333333333333
"203",202,177,11,25,2,0.533333333333333
"204",203,177,11,25,3,0
"205",204,177,11,25,4,0.533333333333333
"206",205,177,11,25,5,1.06666666666667
"207",206,177,11,25,6,0.533333333333333
"208",207,177,11,25,7,0.533333333333333
"209",208,177,11,26,0,0
"210",209,177,11,26,1,0
"211",210,177,11,26,2,0
"212",211,177,11,26,3,0
"213",212,177,11,26,4,0
"214",213,177,11,26,5,0
"215",214,177,11,26,6,0.533333333333333
"216",215,177,11,26,7,1.06666666666667
"217",216,177,11,27,0,0
"218",217,177,11,27,1,0.533333333333333
"219",218,177,11,27,2,0
"220",219,177,11,27,3,0
"221",220,177,11,27,4,0.533333333333333
"222",221,177,11,27,5,1.06666666666667
"223",222,177,11,27,6,0.533333333333333
"224",223,177,11,27,7,1.06666666666667
"225",224,177,11,28,0,0
"226",225,177,11,28,1,0.533333333333333
"227",226,177,11,28,2,0
"228",227,177,11,28,3,0
"229",228,177,11,28,4,0
"230",229,177,11,28,5,0
"231",230,177,11,28,6,0.533333333333333
"232",231,177,11,28,7,2.66666666666667
"233",232,177,11,29,0,0
"234",233,177,11,29,1,0.533333333333333
"235",234,177,11,29,2,0
"236",235,177,11,29,3,0
"237",236,177,11,29,4,0
"238",237,177,11,29,5,0
"239",238,177,11,29,6,0.533333333333333
"240",239,177,11,29,7,1.6
"241",240,177,11,30,0,0
"242",241,177,11,30,1,0.533333333333333
"243",242,177,11,30,2,0
"244",243,177,11,30,3,0
"245",244,177,11,30,4,0
"246",245,177,11,30,5,0.533333333333333
"247",246,177,11,30,6,0.533333333333333
"248",247,177,11,30,7,1.06666666666667
"249",248,177,11,31,0,0
"250",249,177,11,31,1,1.6
"251",250,177,11,31,2,1.06666666666667
"252",251,177,11,31,3,2.66666666666667
"253",252,177,11,31,4,2.13333333333333
"254",253,177,11,31,5,0.533333333333333
"255",254,177,11,31,6,0
"256",255,177,11,31,7,2.13333333333333
"257",256,177,11,32,0,0
"258",257,177,11,32,1,0
"259",258,177,11,32,2,0
"260",259,177,11,32,3,0
"261",260,177,11,32,4,0
"262",261,177,11,32,5,2.13333333333333
"263",262,177,11,32,6,1.06666666666667
"264",263,177,11,32,7,1.06666666666667
"265",264,177,11,33,0,0
"266",265,177,11,33,1,0
"267",266,177,11,33,2,0
"268",267,177,11,33,3,0
"269",268,177,11,33,4,0
"270",269,177,11,33,5,0.533333333333333
"271",270,177,11,33,6,0
"272",271,177,11,33,7,0.533333333333333
"273",272,177,11,34,0,0
"274",273,177,11,34,1,0
"275",274,177,11,34,2,0
"276",275,177,11,34,3,0
"277",276,177,11,34,4,0
"278",277,177,11,34,5,0.533333333333333
"279",278,177,11,34,6,0
"280",279,177,11,34,7,0.533333333333333
"281",280,177,11,35,0,0
"282",281,177,11,35,1,0
"283",282,177,11,35,2,0
"284",283,177,11,35,3,0
"285",284,177,11,35,4,0
"286",285,177,11,35,5,0
"287",286,177,11,35,6,1.6
"288",287,177,11,35,7,1.06666666666667
"289",288,177,11,36,0,0
"290",289,177,11,36,1,0
"291",290,177,11,36,2,0
"292",291,177,11,36,3,0
"293",292,177,11,36,4,0
"294",293,177,11,36,5,0
"295",294,177,11,36,6,0.533333333333333
"296",295,177,11,36,7,2.13333333333333
"297",296,177,11,37,0,0
"298",297,177,11,37,1,0.533333333333333
"299",298,177,11,37,2,1.6
"300",299,177,11,37,3,0
"301",300,177,11,37,4,0
"302",301,177,11,37,5,0
"303",302,177,11,37,6,0
"304",303,177,11,37,7,0.533333333333333
"305",304,177,11,38,0,0
"306",305,177,11,38,1,0.533333333333333
"307",306,177,11,38,2,0
"308",307,177,11,38,3,0
"309",308,177,11,38,4,0
"310",309,177,11,38,5,0
"311",310,177,11,38,6,1.06666666666667
"312",311,177,11,38,7,2.66666666666667
"313",312,177,11,39,0,0
"314",313,177,11,39,1,0
"315",314,177,11,39,2,0
"316",315,177,11,39,3,0
"317",316,177,11,39,4,0
"318",317,177,11,39,5,1.06666666666667
"319",318,177,11,39,6,1.06666666666667
"320",319,177,11,39,7,2.13333333333333
"321",320,177,11,40,0,0
"322",321,177,11,40,1,0.533333333333333
"323",322,177,11,40,2,0.533333333333333
"324",323,177,11,40,3,2.13333333333333
"325",324,177,11,40,4,1.6
"326",325,177,11,40,5,0.533333333333333
"327",326,177,11,40,6,1.06666666666667
"328",327,177,11,40,7,0.533333333333333
"329",328,177,11,41,0,0
"330",329,177,11,41,1,0
"331",330,177,11,41,2,0
"332",331,177,11,41,3,0
"333",332,177,11,41,4,0
"334",333,177,11,41,5,0
"335",334,177,11,41,6,1.06666666666667
"336",335,177,11,41,7,2.66666666666667
"337",336,177,11,42,0,0
"338",337,177,11,42,1,0.533333333333333
"339",338,177,11,42,2,0
"340",339,177,11,42,3,0
"341",340,177,11,42,4,0
"342",341,177,11,42,5,0
"343",342,177,11,42,6,0.533333333333333
"344",343,177,11,42,7,3.2
"345",344,177,11,43,0,0
"346",345,177,11,43,1,0
"347",346,177,11,43,2,0
"348",347,177,11,43,3,0
"349",348,177,11,43,4,0.533333333333333
"350",349,177,11,43,5,1.06666666666667
"351",350,177,11,43,6,3.2
"352",351,177,11,43,7,2.66666666666667
"353",352,177,11,44,0,0
"354",353,177,11,44,1,0
"355",354,177,11,44,2,0
"356",355,177,11,44,3,2.66666666666667
"357",356,177,11,44,4,1.6
"358",357,177,11,44,5,1.06666666666667
"359",358,177,11,44,6,2.13333333333333
"360",359,177,11,44,7,2.66666666666667
"361",360,177,11,45,0,0
"362",361,177,11,45,1,0
"363",362,177,11,45,2,0.533333333333333
"364",363,177,11,45,3,0
"365",364,177,11,45,4,0.533333333333333
"366",365,177,11,45,5,0
"367",366,177,11,45,6,0.533333333333333
"368",367,177,11,45,7,1.6
"369",368,177,11,46,0,0
"370",369,177,11,46,1,0
"371",370,177,11,46,2,0
"372",371,177,11,46,3,0
"373",372,177,11,46,4,0
"374",373,177,11,46,5,0
"375",374,177,11,46,6,0
"376",375,177,11,46,7,1.06666666666667
"377",376,177,11,47,0,0
"378",377,177,11,47,1,0
"379",378,177,11,47,2,0
"380",379,177,11,47,3,0
"381",380,177,11,47,4,0
"382",381,177,11,47,5,0.533333333333333
"383",382,177,11,47,6,2.13333333333333
"384",383,177,11,47,7,0.533333333333333
"385",384,177,11,48,0,0
"386",385,177,11,48,1,0
"387",386,177,11,48,2,0
"388",387,177,11,48,3,0
"389",388,177,11,48,4,0
"390",389,177,11,48,5,0
"391",390,177,11,48,6,1.6
"392",391,177,11,48,7,2.13333333333333
"393",392,177,11,49,0,0
"394",393,177,11,49,1,0
"395",394,177,11,49,2,0
"396",395,177,11,49,3,0.533333333333333
"397",396,177,11,49,4,1.06666666666667
"398",397,177,11,49,5,0.533333333333333
"399",398,177,11,49,6,0.533333333333333
"400",399,177,11,49,7,0.533333333333333
"401",400,177,11,50,0,0
"402",401,177,11,50,1,1.06666666666667
"403",402,177,11,50,2,0
"404",403,177,11,50,3,0
"405",404,177,11,50,4,0
"406",405,177,11,50,5,0
"407",406,177,11,50,6,0
"408",407,177,11,50,7,2.13333333333333
"409",408,177,11,51,0,0
"410",409,177,11,51,1,0
"411",410,177,11,51,2,0
"412",411,177,11,51,3,0
"413",412,177,11,51,4,0
"414",413,177,11,51,5,0
"415",414,177,11,51,6,0
"416",415,177,11,51,7,0.533333333333333
"417",416,177,11,52,0,0
"418",417,177,11,52,1,0
"419",418,177,11,52,2,0
"420",419,177,11,52,3,0
"421",420,177,11,52,4,0
"422",421,177,11,52,5,1.06666666666667
"423",422,177,11,52,6,1.6
"424",423,177,11,52,7,2.66666666666667
"425",424,177,11,53,0,0
"426",425,177,11,53,1,0
"427",426,177,11,53,2,0
"428",427,177,11,53,3,0
"429",428,177,11,53,4,0
"430",429,177,11,53,5,0
"431",430,177,11,53,6,0
"432",431,177,11,53,7,0.533333333333333
"433",432,177,11,54,0,0
"434",433,177,11,54,1,0.533333333333333
"435",434,177,11,54,2,0
"436",435,177,11,54,3,0.533333333333333
"437",436,177,11,54,4,1.06666666666667
"438",437,177,11,54,5,0
"439",438,177,11,54,6,0
"440",439,177,11,54,7,1.06666666666667
"441",440,177,11,55,0,0
"442",441,177,11,55,1,0
"443",442,177,11,55,2,0
"444",443,177,11,55,3,0
"445",444,177,11,55,4,1.6
"446",445,177,11,55,5,1.6
"447",446,177,11,55,6,0.533333333333333
"448",447,177,11,55,7,1.6
"449",448,177,11,56,0,0
"450",449,177,11,56,1,0
"451",450,177,11,56,2,0
"452",451,177,11,56,3,0.533333333333333
"453",452,177,11,56,4,1.6
"454",453,177,11,56,5,3.2
"455",454,177,11,56,6,1.6
"456",455,177,11,56,7,0.533333333333333
"457",456,177,11,57,0,0
"458",457,177,11,57,1,0
"459",458,177,11,57,2,0
"460",459,177,11,57,3,0
"461",460,177,11,57,4,0
"462",461,177,11,57,5,2.13333333333333
"463",462,177,11,57,6,0.533333333333333
"464",463,177,11,57,7,2.13333333333333
"465",464,177,11,58,0,0
"466",465,177,11,58,1,0
"467",466,177,11,58,2,0
"468",467,177,11,58,3,0
"469",468,177,11,58,4,0
"470",469,177,11,58,5,0
"471",470,177,11,58,6,0.533333333333333
"472",471,177,11,58,7,3.73333333333333
"473",472,177,11,59,0,0
"474",473,177,11,59,1,1.6
"475",474,177,11,59,2,0
"476",475,177,11,59,3,0
"477",476,177,11,59,4,1.06666666666667
"478",477,177,11,59,5,0.533333333333333
"479",478,177,11,59,6,0
"480",479,177,11,59,7,0.533333333333333
"481",480,177,11,60,0,0
"482",481,177,11,60,1,0
"483",482,177,11,60,2,0
"484",483,177,11,60,3,0
"485",484,177,11,60,4,0
"486",485,177,11,60,5,0
"487",486,177,11,60,6,1.06666666666667
"488",487,177,11,60,7,2.13333333333333
"489",0,178,11,0,0,0
"490",1,178,11,0,1,0
"491",2,178,11,0,2,0
"492",3,178,11,0,3,0
"493",4,178,11,0,4,0
"494",5,178,11,0,5,0
"495",6,178,11,0,6,1.06666666666667
"496",7,178,11,0,7,1.06666666666667
"497",8,178,11,1,0,0
"498",9,178,11,1,1,0
"499",10,178,11,1,2,1.06666666666667
"500",11,178,11,1,3,0.533333333333333
"501",12,178,11,1,4,0.533333333333333
"502",13,178,11,1,5,1.06666666666667
"503",14,178,11,1,6,1.6
"504",15,178,11,1,7,1.06666666666667
"505",16,178,11,2,0,0
"506",17,178,11,2,1,0
"507",18,178,11,2,2,0
"508",19,178,11,2,3,0.533333333333333
"509",20,178,11,2,4,0.533333333333333
"510",21,178,11,2,5,0.533333333333333
"511",22,178,11,2,6,0.533333333333333
"512",23,178,11,2,7,1.6
"513",24,178,11,3,0,0
"514",25,178,11,3,1,0.533333333333333
"515",26,178,11,3,2,1.06666666666667
"516",27,178,11,3,3,0.533333333333333
"517",28,178,11,3,4,0.533333333333333
"518",29,178,11,3,5,1.06666666666667
"519",30,178,11,3,6,0
"520",31,178,11,3,7,0.533333333333333
"521",32,178,11,4,0,0
"522",33,178,11,4,1,0
"523",34,178,11,4,2,0
"524",35,178,11,4,3,0
"525",36,178,11,4,4,0
"526",37,178,11,4,5,1.06666666666667
"527",38,178,11,4,6,0.533333333333333
"528",39,178,11,4,7,1.06666666666667
"529",40,178,11,5,0,0
"530",41,178,11,5,1,0
"531",42,178,11,5,2,0
"532",43,178,11,5,3,0
"533",44,178,11,5,4,0
"534",45,178,11,5,5,0
"535",46,178,11,5,6,1.6
"536",47,178,11,5,7,1.06666666666667
"537",48,178,11,6,0,0
"538",49,178,11,6,1,0
"539",50,178,11,6,2,0.533333333333333
"540",51,178,11,6,3,0.533333333333333
"541",52,178,11,6,4,0.533333333333333
"542",53,178,11,6,5,0
"543",54,178,11,6,6,0
"544",55,178,11,6,7,0.533333333333333
"545",56,178,11,7,0,0
"546",57,178,11,7,1,0
"547",58,178,11,7,2,0
"548",59,178,11,7,3,0
"549",60,178,11,7,4,0
"550",61,178,11,7,5,0.533333333333333
"551",62,178,11,7,6,0.533333333333333
"552",63,178,11,7,7,2.13333333333333
"553",64,178,11,8,0,0
"554",65,178,11,8,1,0
"555",66,178,11,8,2,0
"556",67,178,11,8,3,1.06666666666667
"557",68,178,11,8,4,1.6
"558",69,178,11,8,5,0.533333333333333
"559",70,178,11,8,6,0
"560",71,178,11,8,7,0.533333333333333
"561",72,178,11,9,0,0
"562",73,178,11,9,1,0
"563",74,178,11,9,2,0
"564",75,178,11,9,3,0
"565",76,178,11,9,4,0
"566",77,178,11,9,5,0
"567",78,178,11,9,6,0
"568",79,178,11,9,7,0.533333333333333
"569",80,178,11,10,0,0
"570",81,178,11,10,1,1.06666666666667
"571",82,178,11,10,2,0
"572",83,178,11,10,3,0
"573",84,178,11,10,4,0
"574",85,178,11,10,5,1.06666666666667
"575",86,178,11,10,6,0.533333333333333
"576",87,178,11,10,7,0.533333333333333
"577",88,178,11,11,0,0
"578",89,178,11,11,1,0
"579",90,178,11,11,2,0
"580",91,178,11,11,3,0
"581",92,178,11,11,4,0
"582",93,178,11,11,5,0.533333333333333
"583",94,178,11,11,6,0.533333333333333
"584",95,178,11,11,7,1.06666666666667
"585",96,178,11,12,0,0
"586",97,178,11,12,1,0
"587",98,178,11,12,2,0
"588",99,178,11,12,3,0
"589",100,178,11,12,4,0.533333333333333
"590",101,178,11,12,5,1.06666666666667
"591",102,178,11,12,6,0
"592",103,178,11,12,7,0.533333333333333
"593",104,178,11,13,0,0
"594",105,178,11,13,1,0
"595",106,178,11,13,2,0
"596",107,178,11,13,3,0.533333333333333
"597",108,178,11,13,4,1.06666666666667
"598",109,178,11,13,5,0.533333333333333
"599",110,178,11,13,6,0
"600",111,178,11,13,7,1.6
"601",112,178,11,14,0,0
"602",113,178,11,14,1,0
"603",114,178,11,14,2,0
"604",115,178,11,14,3,0
"605",116,178,11,14,4,0
"606",117,178,11,14,5,1.6
"607",118,178,11,14,6,0.533333333333333
"608",119,178,11,14,7,1.06666666666667
"609",120,178,11,15,0,0
"610",121,178,11,15,1,0
"611",122,178,11,15,2,0.533333333333333
"612",123,178,11,15,3,0
"613",124,178,11,15,4,0
"614",125,178,11,15,5,0
"615",126,178,11,15,6,0
"616",127,178,11,15,7,0.533333333333333
"617",128,178,11,16,0,0
"618",129,178,11,16,1,0.533333333333333
"619",130,178,11,16,2,1.6
"620",131,178,11,16,3,0.533333333333333
"621",132,178,11,16,4,0.533333333333333
"622",133,178,11,16,5,1.06666666666667
"623",134,178,11,16,6,1.06666666666667
"624",135,178,11,16,7,1.06666666666667
"625",136,178,11,17,0,0
"626",137,178,11,17,1,0
"627",138,178,11,17,2,0.533333333333333
"628",139,178,11,17,3,0.533333333333333
"629",140,178,11,17,4,0.533333333333333
"630",141,178,11,17,5,1.6
"631",142,178,11,17,6,0.533333333333333
"632",143,178,11,17,7,1.06666666666667
"633",144,178,11,18,0,0
"634",145,178,11,18,1,0.533333333333333
"635",146,178,11,18,2,1.06666666666667
"636",147,178,11,18,3,1.06666666666667
"637",148,178,11,18,4,0.533333333333333
"638",149,178,11,18,5,0.533333333333333
"639",150,178,11,18,6,0
"640",151,178,11,18,7,0.533333333333333
"641",152,178,11,19,0,0
"642",153,178,11,19,1,0.533333333333333
"643",154,178,11,19,2,0.533333333333333
"644",155,178,11,19,3,0
"645",156,178,11,19,4,0
"646",157,178,11,19,5,0
"647",158,178,11,19,6,0
"648",159,178,11,19,7,0.533333333333333
"649",160,178,11,20,0,0
"650",161,178,11,20,1,0.533333333333333
"651",162,178,11,20,2,0
"652",163,178,11,20,3,1.06666666666667
"653",164,178,11,20,4,0
"654",165,178,11,20,5,0
"655",166,178,11,20,6,0.533333333333333
"656",167,178,11,20,7,2.13333333333333
"657",168,178,11,21,0,0
"658",169,178,11,21,1,0
"659",170,178,11,21,2,0
"660",171,178,11,21,3,0
"661",172,178,11,21,4,0
"662",173,178,11,21,5,0
"663",174,178,11,21,6,0
"664",175,178,11,21,7,1.6
"665",176,178,11,22,0,0
"666",177,178,11,22,1,0
"667",178,178,11,22,2,0
"668",179,178,11,22,3,0
"669",180,178,11,22,4,0
"670",181,178,11,22,5,0
"671",182,178,11,22,6,0
"672",183,178,11,22,7,2.66666666666667
"673",184,178,11,23,0,0
"674",185,178,11,23,1,0
"675",186,178,11,23,2,0
"676",187,178,11,23,3,0
"677",188,178,11,23,4,0
"678",189,178,11,23,5,0
"679",190,178,11,23,6,0
"680",191,178,11,23,7,0.533333333333333
"681",192,178,11,24,0,0
"682",193,178,11,24,1,0
"683",194,178,11,24,2,1.06666666666667
"684",195,178,11,24,3,0.533333333333333
"685",196,178,11,24,4,1.6
"686",197,178,11,24,5,1.06666666666667
"687",198,178,11,24,6,1.6
"688",199,178,11,24,7,1.6
"689",200,178,11,25,0,0
"690",201,178,11,25,1,0
"691",202,178,11,25,2,0
"692",203,178,11,25,3,0
"693",204,178,11,25,4,0
"694",205,178,11,25,5,0
"695",206,178,11,25,6,0
"696",207,178,11,25,7,0.533333333333333
"697",208,178,11,26,0,0
"698",209,178,11,26,1,0.533333333333333
"699",210,178,11,26,2,0.533333333333333
"700",211,178,11,26,3,1.06666666666667
"701",212,178,11,26,4,1.06666666666667
"702",213,178,11,26,5,2.13333333333333
"703",214,178,11,26,6,1.06666666666667
"704",215,178,11,26,7,2.13333333333333
"705",216,178,11,27,0,0
"706",217,178,11,27,1,0
"707",218,178,11,27,2,0
"708",219,178,11,27,3,0
"709",220,178,11,27,4,0
"710",221,178,11,27,5,1.06666666666667
"711",222,178,11,27,6,0.533333333333333
"712",223,178,11,27,7,1.6
"713",224,178,11,28,0,0
"714",225,178,11,28,1,0.533333333333333
"715",226,178,11,28,2,0
"716",227,178,11,28,3,0
"717",228,178,11,28,4,0
"718",229,178,11,28,5,0
"719",230,178,11,28,6,0
"720",231,178,11,28,7,0.533333333333333
"721",232,178,11,29,0,0
"722",233,178,11,29,1,0.533333333333333
"723",234,178,11,29,2,0.533333333333333
"724",235,178,11,29,3,1.6
"725",236,178,11,29,4,2.13333333333333
"726",237,178,11,29,5,1.6
"727",238,178,11,29,6,0.533333333333333
"728",239,178,11,29,7,1.6
"729",240,178,11,30,0,0
"730",241,178,11,30,1,0.533333333333333
"731",242,178,11,30,2,1.06666666666667
"732",243,178,11,30,3,1.6
"733",244,178,11,30,4,1.06666666666667
"734",245,178,11,30,5,0.533333333333333
"735",246,178,11,30,6,1.06666666666667
"736",247,178,11,30,7,1.06666666666667
"737",248,178,11,31,0,0
"738",249,178,11,31,1,1.06666666666667
"739",250,178,11,31,2,1.06666666666667
"740",251,178,11,31,3,1.06666666666667
"741",252,178,11,31,4,1.06666666666667
"742",253,178,11,31,5,0.533333333333333
"743",254,178,11,31,6,1.6
"744",255,178,11,31,7,1.6
"745",256,178,11,32,0,0
"746",257,178,11,32,1,0
"747",258,178,11,32,2,0
"748",259,178,11,32,3,0.533333333333333
"749",260,178,11,32,4,1.6
"750",261,178,11,32,5,1.06666666666667
"751",262,178,11,32,6,1.6
"752",263,178,11,32,7,1.6
"753",264,178,11,33,0,0
"754",265,178,11,33,1,0
"755",266,178,11,33,2,1.06666666666667
"756",267,178,11,33,3,0.533333333333333
"757",268,178,11,33,4,0
"758",269,178,11,33,5,0
"759",270,178,11,33,6,2.13333333333333
"760",271,178,11,33,7,1.6
"761",272,178,11,34,0,0
"762",273,178,11,34,1,0
"763",274,178,11,34,2,0
"764",275,178,11,34,3,0
"765",276,178,11,34,4,0
"766",277,178,11,34,5,0
"767",278,178,11,34,6,0
"768",279,178,11,34,7,1.06666666666667
"769",280,178,11,35,0,0
"770",281,178,11,35,1,0
"771",282,178,11,35,2,0
"772",283,178,11,35,3,0
"773",284,178,11,35,4,0
"774",285,178,11,35,5,0
"775",286,178,11,35,6,0
"776",287,178,11,35,7,0.533333333333333
"777",288,178,11,36,0,0
"778",289,178,11,36,1,1.6
"779",290,178,11,36,2,0.533333333333333
"780",291,178,11,36,3,0
"781",292,178,11,36,4,0
"782",293,178,11,36,5,0.533333333333333
"783",294,178,11,36,6,0
"784",295,178,11,36,7,0.533333333333333
"785",296,178,11,37,0,0
"786",297,178,11,37,1,0
"787",298,178,11,37,2,0
"788",299,178,11,37,3,0
"789",300,178,11,37,4,1.6
"790",301,178,11,37,5,1.06666666666667
"791",302,178,11,37,6,0.533333333333333
"792",303,178,11,37,7,1.06666666666667
"793",304,178,11,38,0,0
"794",305,178,11,38,1,0
"795",306,178,11,38,2,0
"796",307,178,11,38,3,0
"797",308,178,11,38,4,0
"798",309,178,11,38,5,0
"799",310,178,11,38,6,0
"800",311,178,11,38,7,0.533333333333333
"801",312,178,11,39,0,0
"802",313,178,11,39,1,1.06666666666667
"803",314,178,11,39,2,0.533333333333333
"804",315,178,11,39,3,1.06666666666667
"805",316,178,11,39,4,1.6
"806",317,178,11,39,5,0.533333333333333
